images,labels
C15sharpCOVID-2156.png,0
C15sharpCOVID-2800.png,0
C15sharpCOVID-2479.png,0
C15sharpCOVID-1308.png,0
C15sharpCOVID-1314.png,0
C15sharpCOVID-2483.png,0
C15sharpCOVID-1584.png,0
C15sharpCOVID-3256.png,0
C15sharpCOVID-1574.png,0
C15sharpCOVID-2057.png,0
C15sharpCOVID-2123.png,0
C15sharpCOVID-1291.png,0
C15sharpCOVID-2732.png,0
C15sharpCOVID-1524.png,0
C15sharpCOVID-2103.png,0
C15sharpCOVID-1841.png,0
C15sharpCOVID-2926.png,0
C15sharpCOVID-3527.png,0
C15sharpCOVID-1869.png,0
C15sharpCOVID-3045.png,0
C15sharpCOVID-3357.png,0
C15sharpCOVID-2137.png,0
C15sharpCOVID-1910.png,0
C15sharpCOVID-3097.png,0
C15sharpCOVID-2690.png,0
C15sharpCOVID-1434.png,0
C15sharpCOVID-3013.png,0
C15sharpCOVID-2933.png,0
C15sharpCOVID-3543.png,0
C15sharpCOVID-3576.png,0
C15sharpCOVID-3421.png,0
C15sharpCOVID-3483.png,0
C15sharpCOVID-2606.png,0
C15sharpCOVID-1975.png,0
C15sharpCOVID-1209.png,0
C15sharpCOVID-3069.png,0
C15sharpCOVID-3057.png,0
C15sharpCOVID-1109.png,0
C15sharpCOVID-3129.png,0
C15sharpCOVID-2835.png,0
C15sharpCOVID-3187.png,0
C15sharpCOVID-1343.png,0
C15sharpCOVID-1148.png,0
C15sharpCOVID-2198.png,0
C15sharpCOVID-1897.png,0
C15sharpCOVID-3323.png,0
C15sharpCOVID-1385.png,0
C15sharpCOVID-1658.png,0
C15sharpCOVID-2841.png,0
C15sharpCOVID-1741.png,0
C15sharpCOVID-2361.png,0
C15sharpCOVID-2722.png,0
C15sharpCOVID-1484.png,0
C15sharpCOVID-1490.png,0
C15sharpCOVID-2961.png,0
C15sharpCOVID-2966.png,0
C15sharpCOVID-2059.png,0
C15sharpCOVID-2689.png,0
C15sharpCOVID-2764.png,0
C15sharpCOVID-3616.png,0
C15sharpCOVID-2345.png,0
C15sharpCOVID-3384.png,0
C15sharpCOVID-1133.png,0
C15sharpCOVID-1790.png,0
C15sharpCOVID-2731.png,0
C15sharpCOVID-3161.png,0
C15sharpCOVID-2640.png,0
C15sharpCOVID-2312.png,0
C15sharpCOVID-1556.png,0
C15sharpCOVID-2440.png,0
C15sharpCOVID-1850.png,0
C15sharpCOVID-1295.png,0
C15sharpCOVID-2884.png,0
C15sharpCOVID-2318.png,0
C15sharpCOVID-2049.png,0
C15sharpCOVID-1923.png,0
C15sharpCOVID-3585.png,0
C15sharpCOVID-1501.png,0
C15sharpCOVID-3460.png,0
C15sharpCOVID-1760.png,0
C15sharpCOVID-1326.png,0
C15sharpCOVID-1146.png,0
C15sharpCOVID-1687.png,0
C15sharpCOVID-1613.png,0
C15sharpCOVID-1856.png,0
C15sharpCOVID-1881.png,0
C15sharpCOVID-1878.png,0
C15sharpCOVID-2051.png,0
C15sharpCOVID-2621.png,0
C15sharpCOVID-1305.png,0
C15sharpCOVID-2558.png,0
C15sharpCOVID-3284.png,0
C15sharpCOVID-2972.png,0
C15sharpCOVID-2822.png,0
C15sharpCOVID-1370.png,0
C15sharpCOVID-1518.png,0
C15sharpCOVID-3081.png,0
C15sharpCOVID-2141.png,0
C15sharpCOVID-2339.png,0
C15sharpCOVID-1412.png,0
C15sharpCOVID-3048.png,0
C15sharpCOVID-1196.png,0
C15sharpCOVID-3135.png,0
C15sharpCOVID-2695.png,0
C15sharpCOVID-2535.png,0
C15sharpCOVID-3239.png,0
C15sharpCOVID-1126.png,0
C15sharpCOVID-3301.png,0
C15sharpCOVID-2852.png,0
C15sharpCOVID-2996.png,0
C15sharpCOVID-1427.png,0
C15sharpCOVID-2593.png,0
C15sharpCOVID-2418.png,0
C15sharpCOVID-2121.png,0
C15sharpCOVID-1131.png,0
C15sharpCOVID-3183.png,0
C15sharpCOVID-2605.png,0
C15sharpCOVID-1441.png,0
C15sharpCOVID-2519.png,0
C15sharpCOVID-2240.png,0
C15sharpCOVID-1688.png,0
C15sharpCOVID-2428.png,0
C15sharpCOVID-3482.png,0
C15sharpCOVID-2923.png,0
C15sharpCOVID-1271.png,0
C15sharpCOVID-1847.png,0
C15sharpCOVID-1166.png,0
C15sharpCOVID-2287.png,0
C15sharpCOVID-1796.png,0
C15sharpCOVID-1720.png,0
C15sharpCOVID-1580.png,0
C15sharpCOVID-2408.png,0
C15sharpCOVID-2941.png,0
C15sharpCOVID-3581.png,0
C15sharpCOVID-2027.png,0
C15sharpCOVID-2001.png,0
C15sharpCOVID-2645.png,0
C15sharpCOVID-1239.png,0
C15sharpCOVID-1260.png,0
C15sharpCOVID-1624.png,0
C15sharpCOVID-1174.png,0
C15sharpCOVID-3590.png,0
C15sharpCOVID-1969.png,0
C15sharpCOVID-2050.png,0
C15sharpCOVID-2180.png,0
C15sharpCOVID-3147.png,0
C15sharpCOVID-1685.png,0
C15sharpCOVID-1077.png,0
C15sharpCOVID-2956.png,0
C15sharpCOVID-2744.png,0
C15sharpCOVID-1577.png,0
C15sharpCOVID-2499.png,0
C15sharpCOVID-1346.png,0
C15sharpCOVID-1213.png,0
C15sharpCOVID-2263.png,0
C15sharpCOVID-2404.png,0
C15sharpCOVID-1630.png,0
C15sharpCOVID-3434.png,0
C15sharpCOVID-3222.png,0
C15sharpCOVID-1525.png,0
C15sharpCOVID-2210.png,0
C15sharpCOVID-1493.png,0
C15sharpCOVID-3014.png,0
C15sharpCOVID-2812.png,0
C15sharpCOVID-2712.png,0
C15sharpCOVID-3517.png,0
C15sharpCOVID-1318.png,0
C15sharpCOVID-2081.png,0
C15sharpCOVID-1879.png,0
C15sharpCOVID-3493.png,0
C15sharpCOVID-1860.png,0
C15sharpCOVID-1902.png,0
C15sharpCOVID-2848.png,0
C15sharpCOVID-3179.png,0
C15sharpCOVID-3273.png,0
C15sharpCOVID-2932.png,0
C15sharpCOVID-1527.png,0
C15sharpCOVID-2207.png,0
C15sharpCOVID-3423.png,0
C15sharpCOVID-1489.png,0
C15sharpCOVID-2975.png,0
C15sharpCOVID-3584.png,0
C15sharpCOVID-3262.png,0
C15sharpCOVID-1333.png,0
C15sharpCOVID-1698.png,0
C15sharpCOVID-2899.png,0
C15sharpCOVID-2635.png,0
C15sharpCOVID-2590.png,0
C15sharpCOVID-2282.png,0
C15sharpCOVID-2707.png,0
C15sharpCOVID-3149.png,0
C15sharpCOVID-2040.png,0
C15sharpCOVID-2432.png,0
C15sharpCOVID-3528.png,0
C15sharpCOVID-3492.png,0
C15sharpCOVID-1648.png,0
C15sharpCOVID-1770.png,0
C15sharpCOVID-1175.png,0
C15sharpCOVID-3254.png,0
C15sharpCOVID-1717.png,0
C15sharpCOVID-1837.png,0
C15sharpCOVID-1479.png,0
C15sharpCOVID-3478.png,0
C15sharpCOVID-3343.png,0
C15sharpCOVID-2592.png,0
C15sharpCOVID-3007.png,0
C15sharpCOVID-3360.png,0
C15sharpCOVID-1635.png,0
C15sharpCOVID-2756.png,0
C15sharpCOVID-3599.png,0
C15sharpCOVID-3032.png,0
C15sharpCOVID-2133.png,0
C15sharpCOVID-3139.png,0
C15sharpCOVID-1179.png,0
C15sharpCOVID-1562.png,0
C15sharpCOVID-2477.png,0
C15sharpCOVID-2597.png,0
C15sharpCOVID-3145.png,0
C15sharpCOVID-2382.png,0
C15sharpCOVID-3196.png,0
C15sharpCOVID-2784.png,0
C15sharpCOVID-2000.png,0
C15sharpCOVID-1270.png,0
C15sharpCOVID-1510.png,0
C15sharpCOVID-1185.png,0
C15sharpCOVID-1609.png,0
C15sharpCOVID-1433.png,0
C15sharpCOVID-1254.png,0
C15sharpCOVID-1707.png,0
C15sharpCOVID-2106.png,0
C15sharpCOVID-1952.png,0
C15sharpCOVID-2827.png,0
C15sharpCOVID-2674.png,0
C15sharpCOVID-3003.png,0
C15sharpCOVID-1329.png,0
C15sharpCOVID-3040.png,0
C15sharpCOVID-2231.png,0
C15sharpCOVID-3174.png,0
C15sharpCOVID-3363.png,0
C15sharpCOVID-1426.png,0
C15sharpCOVID-3403.png,0
C15sharpCOVID-3077.png,0
C15sharpCOVID-1772.png,0
C15sharpCOVID-3609.png,0
C15sharpCOVID-3445.png,0
C15sharpCOVID-2098.png,0
C15sharpCOVID-1120.png,0
C15sharpCOVID-3308.png,0
C15sharpCOVID-1994.png,0
C15sharpCOVID-1676.png,0
C15sharpCOVID-1513.png,0
C15sharpCOVID-1350.png,0
C15sharpCOVID-2609.png,0
C15sharpCOVID-2556.png,0
C15sharpCOVID-2877.png,0
C15sharpCOVID-1378.png,0
C15sharpCOVID-2292.png,0
C15sharpCOVID-3510.png,0
C15sharpCOVID-1723.png,0
C15sharpCOVID-2853.png,0
C15sharpCOVID-3432.png,0
C15sharpCOVID-2518.png,0
C15sharpCOVID-2347.png,0
C15sharpCOVID-2310.png,0
C15sharpCOVID-1695.png,0
C15sharpCOVID-2439.png,0
C15sharpCOVID-3177.png,0
C15sharpCOVID-3551.png,0
C15sharpCOVID-2979.png,0
C15sharpCOVID-3252.png,0
C15sharpCOVID-2062.png,0
C15sharpCOVID-3002.png,0
C15sharpCOVID-1445.png,0
C15sharpCOVID-2097.png,0
C15sharpCOVID-3042.png,0
C15sharpCOVID-3131.png,0
C15sharpCOVID-2356.png,0
C15sharpCOVID-2867.png,0
C15sharpCOVID-2042.png,0
C15sharpCOVID-1815.png,0
C15sharpCOVID-1595.png,0
C15sharpCOVID-3562.png,0
C15sharpCOVID-1189.png,0
C15sharpCOVID-3351.png,0
C15sharpCOVID-3604.png,0
C15sharpCOVID-1916.png,0
C15sharpCOVID-2346.png,0
C15sharpCOVID-2136.png,0
C15sharpCOVID-2866.png,0
C15sharpCOVID-1408.png,0
C15sharpCOVID-2998.png,0
C15sharpCOVID-2241.png,0
C15sharpCOVID-2703.png,0
C15sharpCOVID-2403.png,0
C15sharpCOVID-2019.png,0
C15sharpCOVID-2954.png,0
C15sharpCOVID-2746.png,0
C15sharpCOVID-3339.png,0
C15sharpCOVID-2705.png,0
C15sharpCOVID-2642.png,0
C15sharpCOVID-1082.png,0
C15sharpCOVID-1257.png,0
C15sharpCOVID-1643.png,0
C15sharpCOVID-2634.png,0
C15sharpCOVID-2025.png,0
C15sharpCOVID-1867.png,0
C15sharpCOVID-1262.png,0
C15sharpCOVID-1382.png,0
C15sharpCOVID-3392.png,0
C15sharpCOVID-3123.png,0
C15sharpCOVID-3202.png,0
C15sharpCOVID-1448.png,0
C15sharpCOVID-2422.png,0
C15sharpCOVID-1294.png,0
C15sharpCOVID-3506.png,0
C15sharpCOVID-1069.png,0
C15sharpCOVID-2799.png,0
C15sharpCOVID-2187.png,0
C15sharpCOVID-2070.png,0
C15sharpCOVID-2068.png,0
C15sharpCOVID-3206.png,0
C15sharpCOVID-1546.png,0
C15sharpCOVID-2222.png,0
C15sharpCOVID-1105.png,0
C15sharpCOVID-1947.png,0
C15sharpCOVID-2742.png,0
C15sharpCOVID-2003.png,0
C15sharpCOVID-2650.png,0
C15sharpCOVID-2720.png,0
C15sharpCOVID-3596.png,0
C15sharpCOVID-3405.png,0
C15sharpCOVID-1802.png,0
C15sharpCOVID-2978.png,0
C15sharpCOVID-2644.png,0
C15sharpCOVID-3379.png,0
C15sharpCOVID-2284.png,0
C15sharpCOVID-2601.png,0
C15sharpCOVID-3329.png,0
C15sharpCOVID-2437.png,0
C15sharpCOVID-2792.png,0
C15sharpCOVID-3477.png,0
C15sharpCOVID-2688.png,0
C15sharpCOVID-2078.png,0
C15sharpCOVID-1296.png,0
C15sharpCOVID-3233.png,0
C15sharpCOVID-1893.png,0
C15sharpCOVID-1945.png,0
C15sharpCOVID-2289.png,0
C15sharpCOVID-2779.png,0
C15sharpCOVID-3589.png,0
C15sharpCOVID-1289.png,0
C15sharpCOVID-1400.png,0
C15sharpCOVID-2767.png,0
C15sharpCOVID-2760.png,0
C15sharpCOVID-2353.png,0
C15sharpCOVID-3245.png,0
C15sharpCOVID-2159.png,0
C15sharpCOVID-1791.png,0
C15sharpCOVID-1813.png,0
C15sharpCOVID-1367.png,0
C15sharpCOVID-2636.png,0
C15sharpCOVID-2370.png,0
C15sharpCOVID-3452.png,0
C15sharpCOVID-2610.png,0
C15sharpCOVID-3412.png,0
C15sharpCOVID-1757.png,0
C15sharpCOVID-2620.png,0
C15sharpCOVID-1123.png,0
C15sharpCOVID-2641.png,0
C15sharpCOVID-2211.png,0
C15sharpCOVID-2307.png,0
C15sharpCOVID-2977.png,0
C15sharpCOVID-3004.png,0
C15sharpCOVID-2271.png,0
C15sharpCOVID-3293.png,0
C15sharpCOVID-1935.png,0
C15sharpCOVID-3106.png,0
C15sharpCOVID-3470.png,0
C15sharpCOVID-1169.png,0
C15sharpCOVID-1901.png,0
C15sharpCOVID-2469.png,0
C15sharpCOVID-2227.png,0
C15sharpCOVID-1751.png,0
C15sharpCOVID-2371.png,0
C15sharpCOVID-2874.png,0
C15sharpCOVID-2342.png,0
C15sharpCOVID-2591.png,0
C15sharpCOVID-2989.png,0
C15sharpCOVID-1483.png,0
C15sharpCOVID-1784.png,0
C15sharpCOVID-2859.png,0
C15sharpCOVID-2657.png,0
C15sharpCOVID-2473.png,0
C15sharpCOVID-1365.png,0
C15sharpCOVID-2349.png,0
C15sharpCOVID-1950.png,0
C15sharpCOVID-2295.png,0
C15sharpCOVID-2602.png,0
C15sharpCOVID-3416.png,0
C15sharpCOVID-2858.png,0
C15sharpCOVID-1785.png,0
C15sharpCOVID-1145.png,0
C15sharpCOVID-2829.png,0
C15sharpCOVID-2947.png,0
C15sharpCOVID-1353.png,0
C15sharpCOVID-2790.png,0
C15sharpCOVID-1701.png,0
C15sharpCOVID-2272.png,0
C15sharpCOVID-2797.png,0
C15sharpCOVID-3375.png,0
C15sharpCOVID-1992.png,0
C15sharpCOVID-2165.png,0
C15sharpCOVID-2532.png,0
C15sharpCOVID-2069.png,0
C15sharpCOVID-3591.png,0
C15sharpCOVID-2697.png,0
C15sharpCOVID-2116.png,0
C15sharpCOVID-3480.png,0
C15sharpCOVID-2471.png,0
C15sharpCOVID-2616.png,0
C15sharpCOVID-1252.png,0
C15sharpCOVID-2599.png,0
C15sharpCOVID-1409.png,0
C15sharpCOVID-2594.png,0
C15sharpCOVID-3110.png,0
C15sharpCOVID-1559.png,0
C15sharpCOVID-1755.png,0
C15sharpCOVID-3026.png,0
C15sharpCOVID-3173.png,0
C15sharpCOVID-3600.png,0
C15sharpCOVID-3548.png,0
C15sharpCOVID-1728.png,0
C15sharpCOVID-3440.png,0
C15sharpCOVID-2785.png,0
C15sharpCOVID-2009.png,0
C15sharpCOVID-2816.png,0
C15sharpCOVID-2213.png,0
C15sharpCOVID-1614.png,0
C15sharpCOVID-2658.png,0
C15sharpCOVID-2186.png,0
C15sharpCOVID-2474.png,0
C15sharpCOVID-1233.png,0
C15sharpCOVID-2246.png,0
C15sharpCOVID-3265.png,0
C15sharpCOVID-2805.png,0
C15sharpCOVID-3154.png,0
C15sharpCOVID-2656.png,0
C15sharpCOVID-2190.png,0
C15sharpCOVID-1376.png,0
C15sharpCOVID-1598.png,0
C15sharpCOVID-2238.png,0
C15sharpCOVID-3076.png,0
C15sharpCOVID-1324.png,0
C15sharpCOVID-1084.png,0
C15sharpCOVID-1898.png,0
C15sharpCOVID-2373.png,0
C15sharpCOVID-2973.png,0
C15sharpCOVID-1283.png,0
C15sharpCOVID-1769.png,0
C15sharpCOVID-3024.png,0
C15sharpCOVID-3199.png,0
C15sharpCOVID-2085.png,0
C15sharpCOVID-3140.png,0
C15sharpCOVID-3426.png,0
C15sharpCOVID-1177.png,0
C15sharpCOVID-1567.png,0
C15sharpCOVID-1799.png,0
C15sharpCOVID-3418.png,0
C15sharpCOVID-3472.png,0
C15sharpCOVID-1692.png,0
C15sharpCOVID-3508.png,0
C15sharpCOVID-1362.png,0
C15sharpCOVID-2036.png,0
C15sharpCOVID-2383.png,0
C15sharpCOVID-1594.png,0
C15sharpCOVID-1242.png,0
C15sharpCOVID-1301.png,0
C15sharpCOVID-2619.png,0
C15sharpCOVID-1064.png,0
C15sharpCOVID-2244.png,0
C15sharpCOVID-2056.png,0
C15sharpCOVID-3429.png,0
C15sharpCOVID-2793.png,0
C15sharpCOVID-1151.png,0
C15sharpCOVID-3525.png,0
C15sharpCOVID-2741.png,0
C15sharpCOVID-1229.png,0
C15sharpCOVID-1988.png,0
C15sharpCOVID-1181.png,0
C15sharpCOVID-3468.png,0
C15sharpCOVID-3282.png,0
C15sharpCOVID-2204.png,0
C15sharpCOVID-1588.png,0
C15sharpCOVID-3212.png,0
C15sharpCOVID-2008.png,0
C15sharpCOVID-1768.png,0
C15sharpCOVID-3175.png,0
C15sharpCOVID-3092.png,0
C15sharpCOVID-1659.png,0
C15sharpCOVID-3165.png,0
C15sharpCOVID-2023.png,0
C15sharpCOVID-3266.png,0
C15sharpCOVID-1719.png,0
C15sharpCOVID-3258.png,0
C15sharpCOVID-3515.png,0
C15sharpCOVID-1730.png,0
C15sharpCOVID-1958.png,0
C15sharpCOVID-1827.png,0
C15sharpCOVID-2193.png,0
C15sharpCOVID-2217.png,0
C15sharpCOVID-3427.png,0
C15sharpCOVID-1061.png,0
C15sharpCOVID-3125.png,0
C15sharpCOVID-3180.png,0
C15sharpCOVID-2438.png,0
C15sharpCOVID-1381.png,0
C15sharpCOVID-2924.png,0
C15sharpCOVID-2969.png,0
C15sharpCOVID-1092.png,0
C15sharpCOVID-3509.png,0
C15sharpCOVID-2512.png,0
C15sharpCOVID-3235.png,0
C15sharpCOVID-1932.png,0
C15sharpCOVID-3000.png,0
C15sharpCOVID-2951.png,0
C15sharpCOVID-2041.png,0
C15sharpCOVID-2632.png,0
C15sharpCOVID-3170.png,0
C15sharpCOVID-2726.png,0
C15sharpCOVID-1125.png,0
C15sharpCOVID-1933.png,0
C15sharpCOVID-1488.png,0
C15sharpCOVID-3516.png,0
C15sharpCOVID-1264.png,0
C15sharpCOVID-1277.png,0
C15sharpCOVID-2355.png,0
C15sharpCOVID-1322.png,0
C15sharpCOVID-2672.png,0
C15sharpCOVID-3176.png,0
C15sharpCOVID-1417.png,0
C15sharpCOVID-2114.png,0
C15sharpCOVID-1788.png,0
C15sharpCOVID-2796.png,0
C15sharpCOVID-2810.png,0
C15sharpCOVID-1144.png,0
C15sharpCOVID-2921.png,0
C15sharpCOVID-1928.png,0
C15sharpCOVID-1438.png,0
C15sharpCOVID-2912.png,0
C15sharpCOVID-1204.png,0
C15sharpCOVID-2276.png,0
C15sharpCOVID-1101.png,0
C15sharpCOVID-2709.png,0
C15sharpCOVID-2322.png,0
C15sharpCOVID-2702.png,0
C15sharpCOVID-1875.png,0
C15sharpCOVID-1882.png,0
C15sharpCOVID-1593.png,0
C15sharpCOVID-2510.png,0
C15sharpCOVID-1247.png,0
C15sharpCOVID-2604.png,0
C15sharpCOVID-2390.png,0
C15sharpCOVID-1651.png,0
C15sharpCOVID-1208.png,0
C15sharpCOVID-1455.png,0
C15sharpCOVID-1858.png,0
C15sharpCOVID-2223.png,0
C15sharpCOVID-3373.png,0
C15sharpCOVID-2464.png,0
C15sharpCOVID-1764.png,0
C15sharpCOVID-2498.png,0
C15sharpCOVID-1475.png,0
C15sharpCOVID-2550.png,0
C15sharpCOVID-1667.png,0
C15sharpCOVID-3214.png,0
C15sharpCOVID-1743.png,0
C15sharpCOVID-2542.png,0
C15sharpCOVID-3540.png,0
C15sharpCOVID-1706.png,0
C15sharpCOVID-3255.png,0
C15sharpCOVID-3277.png,0
C15sharpCOVID-3082.png,0
C15sharpCOVID-2647.png,0
C15sharpCOVID-1990.png,0
C15sharpCOVID-2830.png,0
C15sharpCOVID-3041.png,0
C15sharpCOVID-3143.png,0
C15sharpCOVID-2984.png,0
C15sharpCOVID-2054.png,0
C15sharpCOVID-3550.png,0
C15sharpCOVID-2823.png,0
C15sharpCOVID-1645.png,0
C15sharpCOVID-2208.png,0
C15sharpCOVID-1357.png,0
C15sharpCOVID-1534.png,0
C15sharpCOVID-3062.png,0
C15sharpCOVID-1273.png,0
C15sharpCOVID-1321.png,0
C15sharpCOVID-1865.png,0
C15sharpCOVID-1236.png,0
C15sharpCOVID-1300.png,0
C15sharpCOVID-2337.png,0
C15sharpCOVID-1781.png,0
C15sharpCOVID-3261.png,0
C15sharpCOVID-3512.png,0
C15sharpCOVID-2414.png,0
C15sharpCOVID-2748.png,0
C15sharpCOVID-1833.png,0
C15sharpCOVID-2358.png,0
C15sharpCOVID-2965.png,0
C15sharpCOVID-2032.png,0
C15sharpCOVID-2075.png,0
C15sharpCOVID-2452.png,0
C15sharpCOVID-1317.png,0
C15sharpCOVID-1911.png,0
C15sharpCOVID-2745.png,0
C15sharpCOVID-2740.png,0
C15sharpCOVID-3207.png,0
C15sharpCOVID-1997.png,0
C15sharpCOVID-1470.png,0
C15sharpCOVID-3105.png,0
C15sharpCOVID-1110.png,0
C15sharpCOVID-1199.png,0
C15sharpCOVID-1530.png,0
C15sharpCOVID-3462.png,0
C15sharpCOVID-2943.png,0
C15sharpCOVID-3111.png,0
C15sharpCOVID-1198.png,0
C15sharpCOVID-2909.png,0
C15sharpCOVID-3205.png,0
C15sharpCOVID-2073.png,0
C15sharpCOVID-3052.png,0
C15sharpCOVID-1136.png,0
C15sharpCOVID-3209.png,0
C15sharpCOVID-2082.png,0
C15sharpCOVID-2092.png,0
C15sharpCOVID-1387.png,0
C15sharpCOVID-2314.png,0
C15sharpCOVID-1422.png,0
C15sharpCOVID-3592.png,0
C15sharpCOVID-1072.png,0
C15sharpCOVID-1708.png,0
C15sharpCOVID-3361.png,0
C15sharpCOVID-2794.png,0
C15sharpCOVID-3257.png,0
C15sharpCOVID-2889.png,0
C15sharpCOVID-2679.png,0
C15sharpCOVID-2166.png,0
C15sharpCOVID-3378.png,0
C15sharpCOVID-3552.png,0
C15sharpCOVID-1113.png,0
C15sharpCOVID-2500.png,0
C15sharpCOVID-2652.png,0
C15sharpCOVID-2149.png,0
C15sharpCOVID-3236.png,0
C15sharpCOVID-2090.png,0
C15sharpCOVID-3358.png,0
C15sharpCOVID-1373.png,0
C15sharpCOVID-2151.png,0
C15sharpCOVID-1931.png,0
C15sharpCOVID-2795.png,0
C15sharpCOVID-3391.png,0
C15sharpCOVID-1967.png,0
C15sharpCOVID-1256.png,0
